Envelope,Der Umschlag,Die Umschläge
Check,Der Scheck,Die Schecks
Adult,Der Erwachsene,Die Erwachsenen
Emergency,Der Notfall,Die Notfälle
Material,Das Material,Die Materialien
Childhood,Die Kindheit,-
Habit,Die Gewohnheit,Die Gewohnheiten
Artist,Der Künstler,Die Künstler
Address,Die Adresse,Die Adressen
Scent,Der Duft,Die Düfte
Universe,Das Universum,Die Universen
Nod,Das Nicken,-
Shell,Die Muschel,Die Muscheln
Community,Die Gemeinschaft,Die Gemeinschaften
Start,Der Start,Die Starts
Wound,Die Wunde,Die Wunden
Mouse,Die Maus,Die Mäuse
Pilot,Der Pilot,Die Piloten
Grade,Die Note,Die Noten
Video,Das Video,Die Videos
Basket,Der Korb,Die Körbe
Wagon,Der Waggon,Die Waggons
Attempt,Der Versuch,Die Versuche
Sofa,Das Sofa,Die Sofas
Cake,Der Kuchen,Die Kuchen
Fellow,Der Kerl,Die Kerle
Affair,Die Angelegenheit,Die Angelegenheiten
Shore,Die Küste,Die Küsten
General,Der General,Die Generäle
Root,Die Wurzel,Die Wurzeln
Robe,Der Umhang,Die Umhänge
Concern,Die Sorge,Die Sorgen
Press,Die Presse,-
Rat,Die Ratte,Die Ratten
Society,Die Gesellschaft,Die Gesellschaften
Style,Der Stil,Die Stile
County,Der Bezirk,Die Bezirke
Command,Der Befehl,Die Befehle
Visitor,Der Besucher,Die Besucher
Model,Das Modell,Die Modelle
Chamber,Die Kammer,Die Kammern
Beast,Das Tier,Die Tiere
Bunch,Der Strauß,Die Sträuße
Background,Der Hintergrund,Die Hintergründe
Unit,Die Einheit,Die Einheiten
Furniture,Das Möbel,Die Möbel
Nail,Der Nagel,Die Nägel
Scream,Der Schrei,Die Schreie
Property,Das Eigentum,-
Equipment,Die Ausrüstung,-
Driveway,Die Auffahrt,Die Auffahrten
Grip,Der Griff,Die Griffe
Tube,Die Röhre,Die Röhren
Ash,Die Asche,Die Aschen
Fan,Der Ventilator,Die Ventilatoren
Opinion,Die Meinung,Die Meinungen
Data,Die Daten,-
Connection,Die Verbindung,Die Verbindungen
Trick,Der Trick,Die Tricks
Mystery,Das Geheimnis,Die Geheimnisse
Period,Die Periode,Die Perioden
Writing,Die Schrift,Die Schriften
Horror,Der Horror,-
Candy,Die Süßigkeiten,-
Bitch,Die Hündin,Die Hündinnen
Health,Die Gesundheit,-
Manager,Der Manager,Die Manager
Safety,Die Sicherheit,-
Height,Die Höhe,Die Höhen
Appearance,Das Aussehen,-
Sigh,Der Seufzer,Die Seufzer
Mine,Die Mine,Die Minen
Cloth,Der Stoff,Die Stoffe
Reaction,Die Reaktion,Die Reaktionen
Source,Die Quelle,Die Quellen
Self,Das Selbst,-
Pistol,Die Pistole,Die Pistolen
Airport,Der Flughafen,Die Flughäfen
Hero,Der Held,Die Helden
Promise,Das Versprechen,Die Versprechen
Bow,Der Bogen,Die Bögen
Tent,Das Zelt,Die Zelte
Booth,Der Stand,Die Stände
Cash,Das Bargeld,-
Avenue,Die Allee,Die Alleen
TShirt,Das T-Shirt,Die T-Shirts
Carpet,Der Teppich,Die Teppiche
Basement,Der Keller,Die Keller
Girlfriend,Die Freundin,Die Freundinnen
Beard,Der Bart,Die Bärte
Brow,Die Augenbraue,Die Augenbrauen
Display,Der Bildschirm,Die Bildschirme
Signal,Das Signal,Die Signale
Servant,Der Diener,Die Diener
Whisper,Das Flüstern,Die Flüster
Doubt,Der Zweifel,Die Zweifel
Account,Das Konto,Die Konten
Magic,Die Magie,-
Hank,Der Klumpen,Die Klumpen
Limb,Das Glied,Die Glieder
Bastard,Der Bastard,Die Bastarde
Skull,Der Schädel,Die Schädel
Sentence,Der Satz,Die Sätze
Collar,Der Kragen,Die Kragen
Horn,Das Horn,Die Hörner
Oak,Die Eiche,Die Eichen
Ankle,Der Knöchel,Die Knöchel
Doll,Die Puppe,Die Puppen
Sandwich,Das Sandwich,Die Sandwiches
Robin,Der Rotkehlchen,Die Rotkehlchen
Justice,Die Gerechtigkeit,-
Pride,Der Stolz,-
Youth,Die Jugend,-
Secretary,Der Sekretär,Die Sekretäre
Research,Die Forschung,-
Sport,Der Sport,Die Sportarten
Task,Die Aufgabe,Die Aufgaben
Grant,Das Stipendium,Die Stipendien
Sheriff,Der Sheriff,Die Sheriffs
Midnight,Die Mitternacht,-
Chip,Der Chip,Die Chips
Theory,Die Theorie,Die Theorien
Alarm,Der Alarm,Die Alarme
Collection,Die Sammlung,Die Sammlungen
Cross,Das Kreuz,Die Kreuze
Pine,Die Kiefer,Die Kiefern
Generation,Die Generation,Die Generationen
Authority,Die Autorität,Die Autoritäten
Papa,Der Papa,Die Papas
Journey,Die Reise,Die Reisen
Pearl,Die Perle,Die Perlen
Toilet,Die Toilette,Die Toiletten
Killer,Der Mörder,Die Mörder
Tool,Das Werkzeug,Die Werkzeuge
Medicine,Die Medizin,Die Medizinen
Sugar,Der Zucker,-
Princess,Die Prinzessin,Die Prinzessinnen
Argument,Das Argument,Die Argumente
Cliff,Die Klippe,Die Klippen
Cart,Der Wagen,Die Wagen
Crystal,Der Kristall,Die Kristalle
Bean,Die Bohne,Die Bohnen
Cage,Der Käfig,Die Käfige
Chocolate,Die Schokolade,-
Coast,Die Küste,Die Küsten
Decade,Das Jahrzehnt,Die Jahrzehnte
Meaning,Die Bedeutung,Die Bedeutungen
Gear,Das Getriebe,Die Getriebe
Suitcase,Der Koffer,Die Koffer
Operation,Die Operation,Die Operationen
Breathing,Das Atmen,-
Role,Die Rolle,Die Rollen
Version,Die Version,Die Versionen
Prisoner,Der Gefangene,Die Gefangenen
Match,Das Spiel,Die Spiele
Beam,Der Strahl,Die Strahlen
Castle,Das Schloss,Die Schlösser
Rush,Der Rausch,Die Räusche
Lane,Die Fahrspur,Die Fahrspuren
Clothing,Die Kleidung,-
Pole,Der Pfahl,Die Pfähle
Freedom,Die Freiheit,-
Skill,Die Fähigkeit,Die Fähigkeiten
Passion,Die Leidenschaft,Die Leidenschaften
Activity,Die Aktivität,Die Aktivitäten
Fuck,Der Fick,Die Ficks
Platform,Die Plattform,Die Plattformen
Salt,Das Salz,-
Bike,Das Fahrrad,Die Fahrräder
Stack,Der Stapel,Die Stapel
Companion,Der Begleiter,Die Begleiter
Fate,Das Schicksal,-
Rage,Die Wut,Die Wut
Supply,Die Versorgung,Die Versorgungen
Whale,Der Wal,Die Wale
Pig,Das Schwein,Die Schweine
Rabbit,Das Kaninchen,Die Kaninchen
Aisle,Der Gang,Die Gänge
Monitor,Der Monitor,Die Monitore
Helmet,Der Helm,Die Helme
Respect,Der Respekt,-
Excitement,Die Aufregung,-
Lobby,Die Lobby,Die Lobbys
Boyfriend,Der Freund,Die Freunde
Fur,Der Pelz,Die Felle
Range,Die Bandbreite,Die Bandbreiten
Dick,Der Schwanz,Die Schwänze
Code,Der Code,Die Codes
Chapter,Das Kapitel,Die Kapitel
Reflection,Die Reflexion,Die Reflexionen
Mail,Die Post,Die Mails
Fly,Die Fliege,Die Fliegen
Cabinet,Der Schrank,Die Schränke
Toy,Das Spielzeug,Die Spielzeuge
Baseball,Der Baseball,Die Baseballs
Inside,Das Innere,-
Pace,Das Tempo,-
Handle,Der Griff,Die Griffe
Lead,Das Blei,-
Amount,Die Menge,Die Mengen
Nerve,Der Nerv,Die Nerven
Terror,Der Terror,-
Sweater,Der Pullover,Die Pullover
Quality,Die Qualität,Die Qualitäten
Hunter,Der Jäger,Die Jäger
Paint,Die Farbe,Die Farben
Buster,Der Zerstörer,Die Zerstörer
Cotton,Die Baumwolle,-
Sergeant,Der Feldwebel,Die Feldwebel
Credit,Der Kredit,Die Kredite
Blow,Der Schlag,Die Schläge
Devil,Der Teufel,Die Teufel
Threat,Die Bedrohung,Die Bedrohungen
Success,Der Erfolg,Die Erfolge
Eve,Der Abend,Die Abende
Cable,Das Kabel,Die Kabel
Pan,Die Pfanne,Die Pfannen
Clerk,Der Angestellte,Die Angestellten
Title,Der Titel,Die Titel
Meter,Der Meter,Die Meter
Shame,Die Schande,-
Needle,Die Nadel,Die Nadeln
Lung,Die Lunge,Die Lungen
Warrior,Der Krieger,Die Krieger
Circumstance,Die Umstände,-
Studio,Das Studio,Die Studios
Panic,Die Panik,-
Lack,Der Mangel,-
Farmer,Der Bauer,Die Bauern
Accent,Der Akzent,Die Akzente
Bomb,Die Bombe,Die Bomben
Panel,Das Panel,Die Panels
Ability,Die Fähigkeit,Die Fähigkeiten
Fortune,Das Glück,-
Victor,Der Sieger,Die Sieger
Feather,Die Feder,Die Federn
Grandma,Die Oma,Die Omas
Glow,Das Leuchten,Die Leuchten
Behavior,Das Verhalten,-
Passage,Der Durchgang,Die Durchgänge
Slave,Der Sklave,Die Sklaven
Lieutenant,Der Leutnant,Die Leutnants
Barrel,Das Fass,Die Fässer
Warmth,Die Wärme,-
Impression,Der Eindruck,Die Eindrücke
Mason,Der Maurer,Die Maurer
Bride,Die Braut,Die Bräute
Package,Das Paket,Die Pakete
Fog,Der Nebel,-
Walking,Das Gehen,-
Balance,Das Gleichgewicht,-
Sock,Die Socke,Die Socken
Robot,Der Roboter,Die Roboter
Potato,Die Kartoffel,Die Kartoffeln
Item,Der Gegenstand,Die Gegenstände
Bath,Das Bad,Die Bäder
Diamond,Der Diamant,Die Diamanten
Corpse,Die Leiche,Die Leichen
Explanation,Die Erklärung,Die Erklärungen
Structure,Die Struktur,Die Strukturen
Exit,Der Ausgang,Die Ausgänge
Pad,Das Kissen,Die Kissen
Stove,Der Herd,Die Herde
Blue,Das Blau,-
American,Der Amerikaner,Die Amerikaner
Ruby,Der Rubin,Die Rubine
Lightning,Das Blitz,Die Blitze
Pit,Die Grube,Die Gruben
Colonel,Der Oberst,Die Obersten
Dock,Der Hafen,Die Häfen
Creek,Der Bach,Die Bäche
Advice,Der Rat,Die Ratschläge
Tourist,Der Tourist,Die Touristen
Grief,Die Trauer,-
Defense,Die Verteidigung,-
Bite,Der Biss,Die Bisse
Museum,Das Museum,Die Museen
Favor,Der Gefallen,Die Gefallen
Supper,Das Abendessen,-
Comfort,Der Komfort,-
Dean,Der Dekan,-
Value,Der Wert,Die Werte
March,Der Marsch,Die Märsche
Estate,Das Anwesen,Die Anwesen
Poet,Der Dichter,Die Dichter
Palace,Der Palast,Die Paläste
Soup,Die Suppe,Die Suppen
Nation,Die Nation,Die Nationen
Jar,Das Glas,Die Gläser
Standing,Der Stand,-
Sack,Der Sack,Die Säcke
Demon,Der Dämon,Die Dämonen
Conference,Die Konferenz,Die Konferenzen
Juice,Der Saft,Die Säfte
Responsibility,Die Verantwortung,-
Brush,Die Bürste,Die Bürsten
Route,Die Route,Die Routen
Cheese,Der Käse,Die Käse
Hood,Die Motorhaube,Die Motorhauben
Duck,Die Ente,Die Enten
Saint,Der Heilige,Die Heiligen
Pass,Der Pass,Die Pässe
Target,Das Ziel,Die Ziele
Orange,Die Orange,Die Orangen
Culture,Die Kultur,Die Kulturen
Tour,Die Tour,Die Touren
Commander,Der Kommandant,Die Kommandanten
Hook,Der Haken,Die Haken
Mist,Der Nebel,-
Training,Das Training,Die Trainings
Search,Die Suche,Die Suchen
Coin,Die Münze,Die Münzen
Miracle,Das Wunder,Die Wunder
Advantage,Der Vorteil,Die Vorteile
Exchange,Der Austausch,Die Austausche
Fiction,Die Fiktion,-
Pond,Der Teich,Die Teiche
Assistant,Der Assistent,Die Assistenten
Design,Das Design,Die Designs
Fishing,Das Angeln,-
Slope,Der Hang,Die Hänge
Earl,Der Graf,Die Grafen
Comment,Der Kommentar,Die Kommentare
Waiter,Der Kellner,Die Kellner
Grocery,Der Lebensmittel,Die Lebensmittel
Ladder,Die Leiter,Die Leitern
Curve,Die Kurve,Die Kurven
Volume,Das Volumen,Die Volumina
Risk,Das Risiko,Die Risiken
Nightmare,Der Albtraum,Die Albträume
Existence,Die Existenz,-
Trace,Die Spur,Die Spuren
Disease,Die Krankheit,Die Krankheiten
Support,Die Unterstützung,-
Witness,Der Zeuge,Die Zeugen
Stock,Der Bestand,Die Bestände
Device,Das Gerät,Die Geräte
Landscape,Die Landschaft,Die Landschaften
Holiday,Der Feiertag,Die Feiertage
Ace,Das Ass,Die Asse
Piano,Das Klavier,Die Klaviere
Gut,Der Darm,-
Talent,Das Talent,Die Talente
Imagination,Die Fantasie,-
Black,Das Schwarz,-
Reed,Der Rohrkolben,Die Rohrkolben
Lid,Der Deckel,Die Deckel
Hint,Der Hinweis,Die Hinweise
Walker,Der Spaziergänger,Die Spaziergänger
Chill,Das Schaudern,-
Trial,Der Prozess,Die Prozesse
Interview,Das Interview,Die Interviews
Approach,Der Ansatz,Die Ansätze
Scar,Die Narbe,Die Narben
Fashion,Die Mode,-
Channel,Der Kanal,Die Kanäle
Footstep,Der Fußabdruck,Die Fußabdrücke
Pickup,Der Pick-up,Die Pick-ups
Hawk,Der Habicht,Die Habichte
Trailer,Der Anhänger,Die Anhänger
Statue,Die Statue,Die Statuen
Pill,Die Pille,Die Pillen
Bug,Der Käfer,Die Käfer
Bucket,Der Eimer,Die Eimer
Vacation,Der Urlaub,Die Urlaube
Species,Die Art,Die Arten
Column,Die Säule,Die Säulen
Damage,Der Schaden,-
Instrument,Das Instrument,Die Instrumente
Port,Der Hafen,Die Häfen
Layer,Die Schicht,Die Schichten
Strip,Der Streifen,Die Streifen
Garbage,Der Müll,-
Rib,Die Rippe,Die Rippen
Notebook,Das Notizbuch,Die Notizbücher
Corn,Der Mais,-
Offer,Das Angebot,Die Angebote
Drawing,Die Zeichnung,Die Zeichnungen
Statement,Die Aussage,Die Aussagen
Intelligence,Die Intelligenz,-
Excuse,Die Entschuldigung,Die Entschuldigungen
Landing,Die Landung,Die Landungen
Copyright,Das Urheberrecht,-
Rod,Die Stange,Die Stangen
Fantasy,Die Fantasie,Die Fantasien
Curiosity,Die Neugierde,-
Gown,Das Gewand,Die Gewänder
Border,Die Grenze,Die Grenzen
Poetry,Die Poesie,-
Firm,Die Firma,Die Firmen
Rise,Der Anstieg,Die Anstiege
Handful,Die Handvoll,Die Handvoll
China,Das Porzellan,-
French,Der Franzose,Die Franzosen
Mean,Der Durchschnitt,Die Durchschnitte
Deer,Das Reh,Die Rehe
Print,Der Druck,Die Drucke
Rail,Die Schiene,Die Schienen
Rate,Der Tarif,Die Tarife
Courage,Der Mut,-
Arrival,Die Ankunft,Die Ankünfte
Wish,Der Wunsch,Die Wünsche
Ridge,Der Bergrücken,Die Bergrücken
Idiot,Der Idiot,Die Idioten
Bull,Der Stier,Die Stiere
Seed,Der Samen,Die Samen
Progress,Der Fortschritt,-
Feel,Das Gefühl,Die Gefühle
Shorts,Die kurze Hose,Die kurze Hosen
Citizen,Der Bürger,Die Bürger
Trash,Der Müll,-
Log,Der Baumstamm,Die Baumstämme
Patience,Die Geduld,-
Bat,Die Fledermaus,Die Fledermäuse
Football,Der Fußball,Die Fußbälle
Routine,Die Routine,Die Routinen
Explosion,Die Explosion,Die Explosionen
Content,Der Inhalt,Die Inhalte
Scientist,Der Wissenschaftler,Die Wissenschaftler
Failure,Das Versagen,Die Versagen
Sin,Die Sünde,Die Sünden
Butt,Der Hintern,Die Hintern
Confusion,Die Verwirrung,-
Understanding,Das Verständnis,-
Trade,Der Handel,Die Handel
Refrigerator,Der Kühlschrank,Die Kühlschränke
Mister,Der Herr,Die Herren
Flashlight,Die Taschenlampe,Die Taschenlampen
Net,Das Netz,Die Netze
Sailor,Der Matrose,Die Matrosen
Attitude,Die Einstellung,Die Einstellungen
Guilt,Die Schuld,-
Crying,Das Weinen,-
Sip,Der Schluck,Die Schlucke
Travel,Das Reisen,Die Reisen
Cookie,Der Keks,Die Kekse
Escape,Die Flucht,Die Fluchten
Instruction,Die Anweisung,Die Anweisungen
Fabric,Der Stoff,Die Stoffe
Marble,Der Marmor,Die Marmore
Glimpse,Der Blick,Die Blicke
Dusk,Die Dämmerung,-
Cottage,Die Hütte,Die Hütten
Monkey,Der Affe,Die Affen
Makeup,Das Make-up,-
Doc,Der Arzt,Die Ärzte
Blouse,Die Bluse,Die Blusen
Rhythm,Der Rhythmus,Die Rhythmen
Steam,Der Dampf,-
Phrase,Die Phrase,Die Phrasen
Nut,Die Mutter,Die Muttern
Pencil,Der Bleistift,Die Bleistifte
Cook,Der Koch,Die Köche
Flag,Die Flagge,Die Flaggen
Coach,Der Trainer,Die Trainer
Swing,Der Schwung,Die Schwünge
Speaker,Der Lautsprecher,Die Lautsprecher
Bolt,Der Bolzen,Die Bolzen
Fat,Das Fett,Die Fette
Rug,Der Teppich,Die Teppiche
Knock,Das Klopfen,-
Spell,Der Zauber,Die Zauber
Taxi,Das Taxi,Die Taxis
Round,Die Runde,Die Runden
Straw,Der Strohhalm,Die Strohhalme
Hatch,Die Luke,Die Luken
Fork,Die Gabel,Die Gabeln
Evil,Das Böse,-
Maid,Die Dienstmädchen,-
Relative,Der Verwandte,Die Verwandten
Witch,Die Hexe,Die Hexen
Courtyard,Der Innenhof,Die Innenhöfe
Sensation,Die Sensation,Die Sensationen
Bubble,Die Blase,Die Blasen
Reader,Der Leser,Die Leser
Curl,Die Locke,Die Locken
Pie,Der Kuchen,Die Kuchen
Jet,Das Düsenflugzeug,Die Düsenflugzeuge
Shift,Die Schicht,Die Schichten
Union,Die Union,Die Unionen
Teenager,Der Teenager,Die Teenager
Plain,Die Ebene,Die Ebenen
Waitress,Die Kellnerin,Die Kellnerinnen
Reply,Die Antwort,Die Antworten
Rumor,Das Gerücht,Die Gerüchte
Gravity,Die Schwerkraft,-
Shelter,Das Schutz,Die Schutz
Adventure,Das Abenteuer,Die Abenteuer
Lion,Der Löwe,Die Löwen
Spine,Die Wirbelsäule,Die Wirbelsäulen
Confidence,Das Vertrauen,Die Vertrauen
Depth,Die Tiefe,Die Tiefen
Reach,Die Reichweite,Die Reichweiten
Hammer,Der Hammer,Die Hämmer
Bible,Die Bibel,Die Bibeln
Contract,Der Vertrag,Die Verträge
Wallet,Die Brieftasche,Die Brieftaschen
Jungle,Der Dschungel,Die Dschungel
Factory,Die Fabrik,Die Fabriken
Indian,Der Indianer,Die Indianer
Balcony,Der Balkon,Die Balkone
Rice,Der Reis,-
Knot,Der Knoten,Die Knoten
Cord,Das Kabel,Die Kabel
Colleague,Der Kollege,Die Kollegen
Intention,Die Absicht,Die Absichten
Stare,Der starren,-
Motel,Das Motel,Die Motels
Attorney,Der Anwalt,Die Anwälte
Darling,Der Liebling,Die Lieblinge
Discussion,Die Diskussion,Die Diskussionen
Atmosphere,Die Atmosphäre,Die Atmosphären
Performance,Die Aufführung,Die Aufführungen
Tension,Die Spannung,Die Spannungen
Text,Der Text,Die Texte
Strand,Der Strand,Die Strände
Noon,Der Mittag,-
Vein,Die Ader,Die Adern
Expert,Der Experte,Die Experten
Gang,Die Bande,Die Banden
Policeman,Der Polizist,Die Polizisten
Cancer,Der Krebs,-
Fox,Der Fuchs,Die Füchse
Divorce,Die Scheidung,Die Scheidungen
Pulse,Der Puls,Die Pulse
Absence,Die Abwesenheit,-
Violence,Die Gewalt,-
Humor,Der Humor,-
Stool,Der Hocker,Die Hocker
Gravel,Der Kies,-
Treasure,Der Schatz,Die Schätze
Butter,Die Butter,-
Switch,Der Schalter,Die Schalter
Cigar,Die Zigarre,Die Zigarren
Canvas,Die Leinwand,Die Leinwände
Happiness,Das Glück,-
Guide,Der Führer,Die Führer
Pin,Die Stecknadel,Die Stecknadeln
Actor,Der Schauspieler,Die Schauspieler
Whole,Das Ganze,-
Arrangement,Die Anordnung,Die Anordnungen
Brown,Das Braun,-
Host,Der Gastgeber,Die Gastgeber
Ribbon,Das Band,Die Bänder
Scarf,Der Schal,Die Schals
Scale,Die Skala,Die Skalen
Proof,Der Beweis,Die Beweise
Arrow,Der Pfeil,Die Pfeile
Temperature,Die Temperatur,Die Temperaturen
Technology,Die Technologie,Die Technologien
Permission,Die Erlaubnis,Die Erlaubnisse
Location,Der Standort,Die Standorte
Claw,Die Klaue,Die Klauen
Cowboy,Der Cowboy,Die Cowboys
Agency,Die Agentur,Die Agenturen
Construction,Der Bau,-
Hunting,Die Jagd,-
Vegetable,Das Gemüse,Die Gemüse
Tin,Die Konservendose,Die Konservendosen
Helicopter,Der Hubschrauber,Die Hubschrauber
Trap,Die Falle,Die Fallen
Pat,Der Schlag,-
Gap,Die Lücke,Die Lücken
Pet,Das Haustier,Die Haustiere
Education,Das Bildung,-
Shopping,Die Einkauf,Die Einkäufe
Shed,Der Schuppen,Die Schuppen
Agreement,Die Vereinbarung,Die Vereinbarungen
Soil,Der Boden,-
Duke,Der Herzog,Die Herzog
Shotgun,Das Schrotflinte,Die Schrotflinten
Notion,Die Idee,Die Ideen
Rear,Das Heck,-
Ceremony,Die Zeremonie,Die Zeremonien
Spoon,Der Löffel,Die Löffel
Tub,Die Badewanne,Die Badewannen
Clue,Der Hinweis,Die Hinweise
Iris,Die Iris,Die Irisse
Incident,Der Vorfall,Die Vorfälle
Crash,Der Zusammenstoß,Die Zusammenstöße
Journal,Das Journal,Die Journale
Access,Der Zugriff,-
Brass,Das Messing,-
Mommy,Die Mama,Die Mamas
Sidebar,Die Sidebar,Die Sidebars
Sheep,Das Schaf,Die Schafe
Engineer,Der Ingenieur,Die Ingenieure
Hull,Der Rumpf,Die Rümpfe
Odor,Der Geruch,Die Gerüche
Appointment,Die Termin,Die Termine
Invitation,Die Einladung,Die Einladungen
Rag,Das Lumpen,Die Lumpen
Good,Das Gute,-
Dude,Der Typ,Die Typen
Treatment,Die Behandlung,Die Behandlungen
Wisdom,Die Weisheit,-
Prize,Der Preis,Die Preise
Element,Das Element,Die Elemente
Giant,Der Riese,Die Riesen
Napkin,Die Serviette,Die Servietten
Laundry,Die Wäsche,-
Option,Die Option,Die Optionen
Rack,Das Regal,Die Regale
Request,Die Anfrage,Die Anfragen
Jail,Das Gefängnis,Die Gefängnisse
Grandpa,Der Opa,Die Opas
Ranch,Die Ranch,Die Ranches
Dot,Der Punkt,Die Punkte
Script,Das Skript,Die Skripte
Mall,Das Einkaufszentrum,Die Einkaufszentren
Ford,Die Furt,Die Furten
Exercise,Die Übung,Die Übungen
Widow,Die Witwe,Die Witwen
Crow,Die Krähe,Die Krähen
Thread,Der Faden,Die Fäden
Suicide,Der Selbstmord,Die Selbstmorde
Notice,Das Hinweis,Die Hinweise
Sunset,Der Sonnenuntergang,Die Sonnenuntergänge
Gallery,Die Galerie,Die Galerien
Vessel,Das Gefäß,Die Gefäße
Thunder,Der Donner,-
Soap,Die Seife,Die Seifen
Whiskey,Der Whisky,-
Female,Die Frau,Die Frauen
Mayor,Der Bürgermeister,Die Bürgermeister
Stroke,Der Schlaganfall,Die Schlaganfälle
Click,Der Klick,Die Klicks
Reputation,Der Ruf,Die Rufe
Miller,Der Müller,Die Müller
Council,Der Rat,Die Räte
Schedule,Der Zeitplan,Die Zeitpläne
Cemetery,Der Friedhof,Die Friedhöfe
Struggle,Der Kampf,Die Kämpfe
Instinct,Der Instinkt,Die Instinkte
Calm,Die Ruhe,-
Employee,Der Mitarbeiter,Die Mitarbeiter
Nest,Das Nest,Die Nester
Limit,Die Grenze,Die Grenzen
German,Der Deutsche,Die Deutschen
Monk,Der Mönch,Die Mönche
Worm,Der Wurm,Die Würmer
Document,Das Dokument,Die Dokumente
Sadness,Die Trauer,-
Hut,Der Hut,Die Hüte
Lifetime,Das Leben,Die Leben
Dancer,Der Tänzer,Die Tänzer
Insurance,Die Versicherung,Die Versicherungen
Difficulty,Die Schwierigkeit,Die Schwierigkeiten
Mattress,Die Matratze,Die Matratzen
Male,Der Mann,Die Männer
Clinic,Die Klinik,Die Kliniken
Ad,Die Anzeige,Die Anzeigen
Mug,Der Becher,Die Becher
Kit,Das Set,Die Sets
Communication,Die Kommunikation,Die Kommunikationen
Disaster,Die Katastrophe,Die Katastrophen
Tile,Die Fliese,Die Fliesen
Receiver,Der Empfänger,Die Empfänger
Roar,Das Gebrüll,-
Troop,Die Truppe,Die Truppen
Coffin,Der Sarg,Die Särge
Friendship,Die Freundschaft,Die Freundschaften
Investigation,Die Untersuchung,Die Untersuchungen
Sale,Der Verkauf,Die Verkäufe
Goal,Das Tor,Die Tore
Ambulance,Der Krankenwagen,Die Krankenwagen
Moonlight,Das Mondschein,-
Ward,Die Station,Die Stationen
Trousers,Die Hose,Die Hosen
Wool,Die Wolle,-
Mac,Der Regenmantel,Die Regenmäntel
Minister,Der Minister,Die Minister
Entry,Der Eintrag,Die Einträge
Thief,Der Dieb,Die Diebe
Briefcase,Der Aktenkoffer,Die Aktentaschen
Pity,Das Mitleid,-
Fingertip,Die Fingerspitze,Die Fingerspitzen
Navy,Die Marine,Die Marinen
Insect,Das Insekt,Die Insekten
Velvet,Der Samt,-
Bee,Die Biene,Die Bienen
Cane,Der Stock,Die Stöcke
Gene,Das Gen,Die Gene
Salad,Der Salat,Die Salate
Windshield,Die Windschutzscheibe,Die Windschutzscheiben
Outfit,Das Outfit,Die Outfits
Shuttle,Das Shuttle,Die Shuttle
Shout,Der Schrei,Die Schreie
Fury,Die Wut,-
Challenge,Die Herausforderung,Die Herausforderungen
Satisfaction,Die Zufriedenheit,-
Motor,Der Motor,Die Motoren
Product,Das Produkt,Die Produkte
Weed,Das Unkraut,-
Stretch,Der Stretch,-
Gym,Das Fitnessstudio,Die Fitnessstudios
Capital,Die Hauptstadt,Die Hauptstädte
Rim,Der Rand,Die Ränder
Paw,Die Pfote,Die Pfoten
Fort,Das Fort,Die Forts
Cost,Die Kosten,-
Poster,Das Poster,Die Poster
Vampire,Der Vampir,Die Vampire
Shaft,Der Schaft,Die Schäfte
Identity,Die Identität,Die Identitäten
Pavement,Der Gehweg,Die Gehwege
Asshole,Das Arschloch,Die Arschlöcher
Strap,Das Band,Die Bänder
Parlor,Der Salon,Die Salons
Harbor,Der Hafen,Die Häfen
Example,Das Beispiel,Die Beispiele
Web,Das Netz,Die Netze
Golf,Der Golf,(usually uncountable)
Crap,Der Mist,(usually uncountable)
Delight,Die Freude,(usually uncountable)
Quilt,Die Steppdecke,Die Steppdecken
Tax,Die Steuer,Die Steuern
Fold,Die Falte,Die Falten
Portrait,Das Porträt,Die Porträts
Tissue,Das Gewebe,Die Gewebe
Belief,Der Glaube,Die Glauben
Costume,Das Kostüm,Die Kostüme
Measure,Das Maß,Die Maße
Carriage,Die Kutsche,Die Kutschen
Guitar,Die Gitarre,Die Gitarren
Knight,Der Ritter,Die Ritter
Rank,Der Rang,Die Ränge
Major,Der Major,Die Majore
Fountain,Der Brunnen,Die Brunnen
Stall,Der Stall,Die Ställe
Load,Die Ladung,Die Ladungen
Spark,Der Funke,Die Funken
Waste,Der Abfall,(usually uncountable)
Champagne,Der Champagner,(usually uncountable)
District,Der Bezirk,Die Bezirke
Protection,Der Schutz,(usually uncountable)
Judgment,Das Urteil,Die Urteile
Sympathy,Das Mitgefühl,(usually uncountable)
Violet,Das Veilchen,Die Veilchen
Impact,Der Aufprall,Die Aufprälle
Disappointment,Die Enttäuschung,Die Enttäuschungen
Drinking,Das Trinken,(usually uncountable)
Consciousness,Das Bewusstsein,(usually uncountable)
Handkerchief,Das Taschentuch,Die Taschentücher
Dancing,Das Tanzen,(usually uncountable)
Perfume,Das Parfüm,Die Parfüms
Network,Das Netzwerk,Die Netzwerke
Claim,Die Forderung,Die Forderungen
Nun,Die Nonne,Die Nonnen
Crown,Die Krone,Die Kronen
Railing,Das Geländer,Die Geländer
License,Die Lizenz,Die Lizenzen
Mercy,Die Gnade,(usually uncountable)
Balloon,Der Ballon,Die Ballons
Chaos,Das Chaos,(usually uncountable)
Fever,Das Fieber,(usually uncountable)
Locker,Der Schließfach,Die Schließfächer
Session,Die Sitzung,Die Sitzungen
Burst,Der Ausbruch,Die Ausbrüche
Peak,Der Gipfel,Die Gipfel
